1346.5863037109375,100000000.0,100000000.0
1345.9530029296875,1346.5863037109375,100000000.0
1338.74462890625,1345.9530029296875,1346.5863037109375
1337.356689453125,1338.74462890625,1345.9530029296875
1337.0975341796875,1337.356689453125,1338.74462890625
1335.60693359375,1337.0975341796875,1337.356689453125
1333.49267578125,1335.60693359375,1337.0975341796875
1331.89697265625,1333.49267578125,1335.60693359375
1331.2054443359375,1331.89697265625,1333.49267578125
1330.9666748046875,1331.2054443359375,1331.89697265625
1330.41552734375,1330.9666748046875,1331.2054443359375
1329.4102783203125,1330.41552734375,1330.9666748046875
1328.3868408203125,1329.4102783203125,1330.41552734375
1327.647216796875,1328.3868408203125,1329.4102783203125
1327.173583984375,1327.647216796875,1328.3868408203125
1326.788330078125,1327.173583984375,1327.647216796875
1326.328125,1326.788330078125,1327.173583984375
1325.73583984375,1326.328125,1326.788330078125
1325.065185546875,1325.73583984375,1326.328125
1324.41552734375,1325.065185546875,1325.73583984375
1323.868408203125,1324.41552734375,1325.065185546875
1323.3912353515625,1323.868408203125,1324.41552734375
1322.9873046875,1323.3912353515625,1323.868408203125
1322.5723876953125,1322.9873046875,1323.3912353515625
1322.1151123046875,1322.5723876953125,1322.9873046875
1321.637451171875,1322.1151123046875,1322.5723876953125
1321.1383056640625,1321.637451171875,1322.1151123046875
1320.6903076171875,1321.1383056640625,1321.637451171875
1320.288818359375,1320.6903076171875,1321.1383056640625
1319.923828125,1320.288818359375,1320.6903076171875
1319.608154296875,1319.923828125,1320.288818359375
1319.2120361328125,1319.608154296875,1319.923828125
1318.904541015625,1319.2120361328125,1319.608154296875
1318.5040283203125,1318.904541015625,1319.2120361328125
1318.14892578125,1318.5040283203125,1318.904541015625
1317.770751953125,1318.14892578125,1318.5040283203125
1317.3839111328125,1317.770751953125,1318.14892578125
1317.0081787109375,1317.3839111328125,1317.770751953125
1316.65234375,1317.0081787109375,1317.3839111328125
1316.3302001953125,1316.65234375,1317.0081787109375
1316.02880859375,1316.3302001953125,1316.65234375
1315.7373046875,1316.02880859375,1316.3302001953125
1315.443359375,1315.7373046875,1316.02880859375
1315.14306640625,1315.443359375,1315.7373046875
1314.8385009765625,1315.14306640625,1315.443359375
1314.53955078125,1314.8385009765625,1315.14306640625
1314.2490234375,1314.53955078125,1314.8385009765625
1313.9747314453125,1314.2490234375,1314.53955078125
1313.7122802734375,1313.9747314453125,1314.2490234375
1313.4586181640625,1313.7122802734375,1313.9747314453125
1313.2076416015625,1313.4586181640625,1313.7122802734375
1312.957275390625,1313.2076416015625,1313.4586181640625
1312.7071533203125,1312.957275390625,1313.2076416015625
1312.4998779296875,1312.7071533203125,1312.957275390625
1312.213134765625,1312.4998779296875,1312.7071533203125
1311.9708251953125,1312.213134765625,1312.4998779296875
1311.73193359375,1311.9708251953125,1312.213134765625
1311.5987548828125,1311.73193359375,1311.9708251953125
1311.304931640625,1311.5987548828125,1311.73193359375
1311.054931640625,1311.304931640625,1311.5987548828125
1310.8392333984375,1311.054931640625,1311.304931640625
1310.624267578125,1310.8392333984375,1311.054931640625
1310.411865234375,1310.624267578125,1310.8392333984375
1310.201904296875,1310.411865234375,1310.624267578125
1309.9954833984375,1310.201904296875,1310.411865234375
1309.7996826171875,1309.9954833984375,1310.201904296875
1309.83203125,1309.7996826171875,1309.9954833984375
1309.3929443359375,1309.83203125,1309.7996826171875
1309.281982421875,1309.3929443359375,1309.83203125
1309.010498046875,1309.281982421875,1309.3929443359375
1308.8199462890625,1309.010498046875,1309.281982421875
1308.63427734375,1308.8199462890625,1309.010498046875
1308.47412109375,1308.63427734375,1308.8199462890625
1308.270263671875,1308.47412109375,1308.63427734375
1308.091552734375,1308.270263671875,1308.47412109375
1307.9146728515625,1308.091552734375,1308.270263671875
1307.7391357421875,1307.9146728515625,1308.091552734375
1307.5650634765625,1307.7391357421875,1307.9146728515625
1307.3936767578125,1307.5650634765625,1307.7391357421875
1307.249755859375,1307.3936767578125,1307.5650634765625
1307.04541015625,1307.249755859375,1307.3936767578125
1306.87158203125,1307.04541015625,1307.249755859375
1306.7042236328125,1306.87158203125,1307.04541015625
1306.5330810546875,1306.7042236328125,1306.87158203125
1306.36962890625,1306.5330810546875,1306.7042236328125
1306.19921875,1306.36962890625,1306.5330810546875
1306.04296875,1306.19921875,1306.36962890625
1305.8697509765625,1306.04296875,1306.19921875
1305.707763671875,1305.8697509765625,1306.04296875
1305.5494384765625,1305.707763671875,1305.8697509765625
1305.3941650390625,1305.5494384765625,1305.707763671875
1305.2373046875,1305.3941650390625,1305.5494384765625
1305.082763671875,1305.2373046875,1305.3941650390625
1304.9293212890625,1305.082763671875,1305.2373046875
1304.7764892578125,1304.9293212890625,1305.082763671875
1304.624267578125,1304.7764892578125,1304.9293212890625
1304.4725341796875,1304.624267578125,1304.7764892578125
1304.3218994140625,1304.4725341796875,1304.624267578125
1304.171875,1304.3218994140625,1304.4725341796875
1304.02490234375,1304.171875,1304.3218994140625
1303.8819580078125,1304.02490234375,1304.171875
1303.744384765625,1303.8819580078125,1304.02490234375
1303.59130859375,1303.744384765625,1303.8819580078125
1303.448974609375,1303.59130859375,1303.744384765625
1303.31005859375,1303.448974609375,1303.59130859375
1303.171875,1303.31005859375,1303.448974609375
1303.033447265625,1303.171875,1303.31005859375
